GO	description	category	ERR2014354	ERR2014355	ERR2014356	ERR2014357	ERR2014358	ERR2014359	ERR2014360	ERR2014361	ERR2014362	ERR2014363	ERR2014364	ERR2014365	ERR2014366	ERR2014367	ERR2014368	ERR2014369	ERR2014370	ERR2014371	ERR2014372	ERR2014373	ERR2014374	ERR2014375	ERR2014376	ERR2014377	ERR2014378	ERR2014379	ERR2014380	ERR2014381	ERR2014382	ERR2014383	ERR2014384	ERR2014385	ERR2014386	ERR2014387	ERR2014388	ERR2014389	ERR2014390	ERR2014391	ERR2014392	ERR2014393
GO:0006013	mannose metabolic process	biological process	31	2	12	6	37	61	53	25	7	3	3	1	2	11	13	27	3	24	105	9	21	29	1	1	154	18	3	3	4	183	13	6	12	8	24	9	9	30	60	94
GO:0006014	D-ribose metabolic process	biological process	56	1	5	13	30	49	34	86	5	138	57	17	3	45	29	19	36	73	86	7	94	82	68	13	50	41	34	33	31	62	3	2	12	0	52	22	17	40	69	80
GO:0006021	inositol biosynthetic process	biological process	52	0	1	0	0	0	0	17	0	8	1	57	0	1	1	0	2	0	106	0	0	0	1	1	2	0	1	1	2	8	0	0	0	0	329	0	1	0	0	6
GO:0006024	glycosaminoglycan biosynthetic process	biological process	7	23	21	17	6	5	2	4	13	0	0	2	29	3	31	18	0	1	8	24	8	5	2	16	6	35	10	27	16	2	26	12	13	24	2	19	1	3	7	3
GO:0006030	chitin metabolic process	biological process	1	0	0	2	0	0	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	1	0	5	0	3	0	1	0	0	0	0	0	1	0	2	0	0	0	0
GO:0006031	chitin biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006032	chitin catabolic process	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006040	amino sugar metabolic process	biological process	42	0	1	0	4	2	0	135	3	25	4	26	0	16	0	1	0	12	0	0	27	15	117	1	5	0	0	0	1	328	0	1	1	0	20	0	4	14	22	96
GO:0006044	N-acetylglucosamine metabolic process	biological process	224	2	44	24	130	63	59	463	176	92	137	115	27	451	99	164	134	187	110	28	18	32	44	57	196	32	232	80	33	83	258	195	396	135	228	36	72	135	62	81
GO:0006051	N-acetylmannosamine metabolic process	biological process	499	0	0	0	432	538	241	499	41	87	121	99	9	372	22	58	86	225	328	49	166	156	30	172	1087	209	628	186	198	545	1	1	3	0	204	172	177	415	163	498
GO:0006064	glucuronate catabolic process	biological process	297	0	1	0	292	930	34	717	4	97	260	361	0	299	0	20	761	199	233	0	163	87	95	0	1181	0	12	2	1	254	0	0	0	0	119	3	127	657	138	679
GO:0006071	glycerol metabolic process	biological process	2404	107	741	2016	2001	942	730	6900	626	2072	3195	2176	440	3112	478	2169	1855	3240	1639	283	1409	2962	3878	341	1648	517	583	491	304	1651	901	817	1261	241	4250	368	1009	1491	1400	2518
GO:0006072	glycerol-3-phosphate metabolic process	biological process	114	2	34	54	250	231	157	192	28	202	254	276	37	379	66	88	177	228	239	27	299	286	316	25	321	151	88	97	78	239	81	44	70	24	492	25	142	180	377	311
GO:0006075	(1->3)-beta-D-glucan biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	9	16	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0006078	(1->6)-beta-D-glucan biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006084	acetyl-CoA metabolic process	biological process	183	1	1	40	1418	258	24	515	12	369	100	398	4	4457	3	85	243	165	155	0	174	298	236	1080	320	926	1317	1237	779	832	0	1	0	0	123	731	106	484	252	388
GO:0006089	lactate metabolic process	biological process	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0
GO:0006091	generation of precursor metabolites and energy	biological process	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006094	gluconeogenesis	biological process	29454	324	2446	1654	50027	10904	7252	18658	1092	9688	17123	26775	162	50661	1521	3861	12923	17184	20320	507	10054	8746	25397	266	15501	2143	3556	1176	1019	16354	4373	1571	3483	623	25271	643	12037	9836	8188	11857
GO:0006096	glycolytic process	biological process	49042	3628	22941	31054	45724	54120	38284	74491	14670	36119	58681	46909	3330	59789	34336	77450	48790	68313	55173	11313	33652	39199	66059	3911	68456	105733	91230	63271	56010	40681	75256	38793	71452	15852	86788	12045	54254	51258	50122	54609
GO:0006097	glyoxylate cycle	biological process	0	0	0	0	0	0	0	0	0	0	1	1	1	9	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0
GO:0006098	pentose-phosphate shunt	biological process	1233	233	1276	1246	1083	2409	2197	752	981	1082	746	1337	591	1023	1910	3359	1645	1209	3380	623	2443	2500	3149	870	2644	2402	2123	1610	1853	2559	2479	1580	2386	742	1265	799	2197	1809	2473	3180
GO:0006099	tricarboxylic acid cycle	biological process	4455	4	3	92	3632	10804	6606	7420	154	3599	4599	3677	24	2705	476	623	6229	7193	6164	140	4314	4372	5923	1446	6131	4910	2292	2264	2069	5407	20	5	11	11	6580	610	7446	3772	4951	5262
GO:0006106	fumarate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0006108	malate metabolic process	biological process	1	0	0	1	0	1	2	7	2	10	4	6	4	2	4	8	0	0	1	5	2	1	0	1	3	8	3	3	3	0	4	1	4	2	4	26	3	1	0	6
GO:0006109	regulation of carbohydrate metabolic process	biological process	67	101	712	635	140	128	270	565	621	802	908	1845	408	566	909	1694	610	1551	299	407	168	300	709	813	326	1296	1091	1077	1004	290	1808	1416	1914	476	2221	317	320	305	697	130
GO:0006112	energy reserve metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	16	205	0	104	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	biological process	82	97	112	127	61	44	42	85	204	14	30	75	497	111	279	633	46	45	50	125	39	39	47	157	68	165	152	193	278	67	264	160	264	250	13	193	23	26	26	47
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	biological process	12	15	44	13	32	8	15	6	7	0	8	5	20	42	84	157	0	3	5	52	2	4	1	12	3	98	24	42	52	2	49	23	27	44	0	19	0	4	5	1
GO:0006139	nucleobase-containing compound metabolic process	biological process	4494	478	3241	2862	4752	5638	4382	5391	2250	4251	4192	5374	935	7955	2848	6952	3804	4480	4636	1433	4351	4360	7309	923	4832	8122	11345	6214	5381	5611	5021	2963	4810	1306	7539	1432	5420	4766	3188	4349
GO:0006164	purine nucleotide biosynthetic process	biological process	12036	327	2223	1395	10654	13024	8737	13694	1302	8849	10658	10110	1213	10070	2221	2843	8820	11262	14388	909	11364	11063	11007	1636	9969	2595	2022	2020	1664	12222	3563	2293	3271	1134	14907	691	9100	6942	11923	14944
GO:0006165	nucleoside diphosphate phosphorylation	biological process	64	9	6	343	45	67	26	153	50	243	149	66	22	114	16	610	41	64	35	6	111	36	214	36	149	263	1190	662	166	118	6	5	6	3	147	230	74	98	87	110
GO:0006166	purine ribonucleoside salvage	biological process	0	2	3	0	0	5	14	2	8	0	0	1	7	1	72	19	1	2	2	40	0	1	1	2	6	99	24	49	54	0	50	7	29	25	0	22	1	3	1	1
GO:0006171	cAMP biosynthetic process	biological process	1	3	0	1	0	0	0	0	0	0	0	2	1	3	1	1	0	0	0	2	1	1	0	5	0	0	1	1	2	1	1	0	0	0	0	6	0	1	2	0
GO:0006177	GMP biosynthetic process	biological process	1001	47	400	251	732	881	608	1219	167	1130	1016	1163	330	1196	514	779	756	1062	1113	199	642	737	1101	284	1328	866	855	552	675	902	479	443	600	152	1896	129	622	626	539	1113
GO:0006182	cGMP biosynthetic process	biological process	3	9	2	6	2	1	2	3	5	0	0	0	7	0	2	2	0	0	3	6	2	3	1	7	0	2	0	4	3	2	1	5	2	1	0	8	0	0	0	0
GO:0006183	GTP biosynthetic process	biological process	64	9	6	343	45	67	26	153	50	243	149	66	22	114	16	610	41	64	35	6	111	36	214	36	149	263	1190	662	166	118	6	5	6	3	147	230	74	98	87	110
GO:0006188	IMP biosynthetic process	biological process	460	1	0	2	561	1083	567	270	11	384	203	548	1	1352	0	3	381	355	934	1	906	694	570	1	338	0	3	0	0	538	1	1	3	0	1276	1	1295	854	767	773
GO:0006189	'de novo' IMP biosynthetic process	biological process	1317	5	3	7	1224	4399	3311	923	79	1089	714	996	12	938	11	33	1313	1528	4046	8	2124	2087	1419	18	2650	1	33	6	3	3658	4	3	4	2	1003	7	1805	1909	1708	2427
GO:0006190	inosine salvage	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006198	cAMP catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006206	pyrimidine nucleobase metabolic process	biological process	20	1	11	2	45	2	5	8	1	7	9	25	4	175	3	28	3	1	15	3	8	4	5	0	8	0	1	0	3	7	2	0	2	3	16	1	1	1	2	7
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	biological process	401	20	200	123	348	536	444	319	95	394	357	777	59	392	159	151	374	437	664	129	284	442	664	251	188	1887	1699	1422	927	667	162	119	145	62	536	21	279	209	343	341
GO:0006213	pyrimidine nucleoside metabolic process	biological process	1138	1	3	1	752	85	12	1072	4	190	327	262	1	1084	5	39	148	280	46	0	28	35	55	0	186	1	10	0	0	132	3	0	0	0	569	1	137	183	70	165
GO:0006221	pyrimidine nucleotide biosynthetic process	biological process	2988	404	3189	1039	3677	6050	3994	2974	914	4645	3566	5181	553	4864	1074	3851	4778	6952	5853	395	5774	5489	6206	518	3886	3491	4358	2317	1925	5111	3843	1248	2235	642	5884	311	4398	4707	6457	9983
GO:0006228	UTP biosynthetic process	biological process	64	9	6	343	45	67	26	153	50	243	149	66	22	114	16	610	41	64	35	6	111	36	214	36	149	263	1190	662	166	118	6	5	6	3	147	230	74	98	87	110
GO:0006229	dUTP biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006231	dTMP biosynthetic process	biological process	350	65	73	122	130	80	58	99	78	67	83	116	420	135	65	146	30	68	100	74	48	44	133	64	134	275	185	177	176	245	168	178	121	46	88	50	54	89	59	107
GO:0006233	dTDP biosynthetic process	biological process	85	0	1	1	127	274	135	193	7	196	131	110	1	89	5	5	121	103	101	6	209	165	223	0	84	1	7	0	0	239	0	0	0	0	169	0	168	140	209	195
GO:0006241	CTP biosynthetic process	biological process	64	9	6	343	45	67	26	153	50	243	149	66	22	114	16	610	41	64	35	6	111	36	214	36	149	263	1190	662	166	118	6	5	6	3	147	230	74	98	87	110
GO:0006259	DNA metabolic process	biological process	5576	381	2164	2047	5527	5040	3525	5398	1653	3673	3281	5157	1274	6830	2467	5258	3886	4252	5763	1303	4692	3744	5730	1310	4865	2331	2097	2176	1878	6218	5208	3941	5040	1436	6395	766	3722	4194	4014	5398
GO:0006260	DNA replication	biological process	19386	2758	10544	9970	18132	21757	16685	31176	6413	23496	17683	21832	5938	21611	10450	20570	19362	21121	22989	6188	15359	18373	29051	8005	19794	85234	48949	43412	42912	24804	25162	15745	21040	6060	27541	4692	17988	16033	14158	20425
GO:0006261	DNA-dependent DNA replication	biological process	225	22	99	164	208	383	268	301	90	259	191	464	53	318	100	230	213	272	328	62	386	280	252	144	476	243	220	187	145	409	246	183	269	49	372	55	326	249	231	767
GO:0006265	DNA topological change	biological process	22695	2105	9988	10793	21799	25712	17635	26585	7806	17268	16124	26551	6379	30944	11557	25639	17752	23729	24267	5867	20177	18434	24398	5075	23605	9548	8151	9263	7366	27574	23689	18698	24532	6877	31247	3812	17449	18852	16792	25099
GO:0006269	DNA replication, synthesis of RNA primer	biological process	7	4	1	10	3	3	1	0	2	0	1	0	6	1	1	4	0	0	2	3	0	0	0	5	1	1	2	2	4	0	3	3	2	3	0	5	0	0	0	0
GO:0006270	DNA replication initiation	biological process	894	118	437	333	1014	1016	1102	1429	467	998	3449	1829	714	2699	851	733	1156	2019	1587	140	1464	1052	1118	325	1091	440	577	450	412	1428	1422	625	829	560	2079	161	938	627	590	1426
GO:0006274	DNA replication termination	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GO:0006275	regulation of DNA replication	biological process	880	85	423	292	954	1009	1082	1283	308	904	1004	1780	239	1066	264	710	1084	1710	1512	150	1349	977	1117	224	1070	377	410	293	236	1367	815	774	712	166	2054	151	935	620	585	1418
GO:0006276	plasmid maintenance	biological process	5	0	0	0	0	0	0	272	11	1	18	7	0	114	0	22	0	14	0	0	0	0	0	0	11	1	0	0	0	2	1	0	0	0	26	0	0	0	1	1
GO:0006278	RNA-dependent DNA biosynthetic process	biological process	123	309	311	247	139	65	49	78	318	11	35	22	505	49	150	110	14	30	90	270	99	128	12	412	32	53	124	204	146	69	131	264	146	153	8	380	11	23	21	27
GO:0006281	DNA repair	biological process	12547	908	4535	4624	11060	10515	8149	17853	3785	10598	10237	13063	3153	13902	4983	12315	10173	14385	12906	3540	12619	9452	12644	4511	13285	10524	9351	7958	8277	15560	10090	7143	10156	2561	16578	2540	9408	9752	10738	18562
GO:0006282	regulation of DNA repair	biological process	319	18	230	130	288	257	186	312	162	246	251	342	88	401	471	467	241	367	467	101	337	337	376	77	403	100	124	207	95	582	897	701	1178	337	409	80	183	142	220	387
GO:0006284	base-excision repair	biological process	463	137	536	381	424	218	269	331	301	174	177	287	174	617	458	657	218	286	370	297	219	286	318	1199	230	1167	1554	1123	1152	462	1442	834	1110	232	241	243	230	221	197	151
GO:0006289	nucleotide-excision repair	biological process	94	44	198	183	78	30	90	63	128	55	63	114	57	182	216	461	42	69	40	107	42	49	101	183	70	622	366	377	336	89	339	244	321	87	117	64	51	75	54	29
GO:0006298	mismatch repair	biological process	2688	313	1419	2026	2345	391	566	3577	1300	1848	2142	3085	1438	2728	1387	2595	1182	2238	1211	1074	738	882	1863	1760	1007	1450	1803	2023	1245	1918	3581	3251	4041	779	3891	1211	724	629	828	798
GO:0006302	double-strand break repair	biological process	14	17	31	18	27	18	3	2	29	8	3	11	18	10	36	41	4	3	18	18	4	9	20	31	7	57	59	35	42	11	20	10	23	13	10	10	1	2	10	6
GO:0006303	double-strand break repair via nonhomologous end joining	biological process	48	20	76	34	43	20	17	4	14	4	4	1	11	32	50	48	6	14	10	44	4	6	1	15	4	67	19	38	37	4	71	15	24	47	6	27	1	15	2	2
GO:0006304	DNA modification	biological process	532	48	113	188	957	342	161	481	310	676	476	851	415	706	266	544	599	846	856	251	1263	2183	859	145	502	182	316	191	160	1832	372	466	578	98	999	102	718	494	1702	1803
GO:0006306	DNA methylation	biological process	1382	85	176	332	2441	623	393	1142	488	1221	1082	1845	1437	1680	695	1212	1055	1847	2025	403	2375	2900	1742	475	1409	624	626	577	653	3025	990	1101	1440	297	2656	386	1339	1250	2490	3534
GO:0006308	DNA catabolic process	biological process	469	10	73	122	417	814	651	737	70	795	743	648	59	513	149	242	372	742	719	79	471	421	964	87	432	677	317	425	366	675	221	207	312	66	554	99	267	278	456	541
GO:0006309	apoptotic DNA fragmentation	biological process	2	0	2	3	0	0	1	0	4	0	0	2	3	0	1	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0	0	3	1	4	0	1	0	1	0	0
GO:0006310	DNA recombination	biological process	10419	703	3845	3505	8842	5650	4746	13803	3545	6697	7292	11284	3151	14939	6245	8705	5170	9381	13591	3247	9596	7295	8827	4949	7805	13427	11832	9260	10546	11577	10120	7232	10193	3122	14840	1762	5451	5297	7033	10820
GO:0006313	transposition, DNA-mediated	biological process	1016	1	5	571	1184	162	70	971	154	441	977	1652	370	1518	1811	415	413	1303	447	3477	502	1111	532	38673	260	25700	30993	22355	36915	1225	282	111	85	284	4767	2751	259	345	191	708
GO:0006323	DNA packaging	biological process	13	0	0	0	43	2	4	7	8	84	58	11	4	15	6	15	17	29	10	5	16	2	121	97	5	26	35	30	35	120	10	7	8	0	19	1	7	2	5	4
GO:0006333	chromatin assembly or disassembly	biological process	4	1	2	6	2	1	0	0	1	0	1	0	3	1	1	8	0	0	2	0	1	1	0	2	0	2	1	1	4	0	2	1	4	1	0	2	0	1	2	2
GO:0006334	nucleosome assembly	biological process	56	54	102	52	75	49	239	13	47	0	12	14	97	52	458	193	10	29	15	153	10	19	7	50	35	381	87	179	196	11	251	61	109	220	5	77	16	18	19	18
GO:0006338	chromatin remodeling	biological process	1	0	3	6	0	1	0	1	0	0	0	0	3	4	1	9	0	1	0	3	1	1	2	1	0	4	1	0	2	0	5	0	2	2	0	1	0	1	0	0
GO:0006348	chromatin silencing at telomere	biological process	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0
GO:0006351	transcription, DNA-templated	biological process	50009	2729	15257	14829	41805	51790	43432	46943	10695	36904	39647	36276	4605	56926	13468	38456	52629	49557	39228	5945	32174	33234	65155	3604	54159	24528	29452	20971	17078	38148	33533	21559	35146	7856	66023	4735	45515	40343	31853	36626
GO:0006352	DNA-templated transcription, initiation	biological process	11078	308	2510	1806	10145	7953	6320	13122	969	9140	8904	12171	487	12035	1517	4873	6777	9858	8587	894	6927	7109	11773	637	8480	6295	6793	3805	3875	9551	3936	2250	4308	894	13417	673	6041	5878	6194	8242
GO:0006353	DNA-templated transcription, termination	biological process	943	1	1	6	1405	4681	2845	674	49	1723	1324	2767	0	1160	29	33	1387	1637	3583	1	5369	4281	1013	1	1518	1	18	0	1	2012	6	2	2	0	3243	5	2336	2113	3572	4158
GO:0006355	regulation of transcription, DNA-templated	biological process	64731	3346	15129	11092	58609	64627	53444	71370	8898	60851	69481	88988	6206	69517	20932	34281	44206	98993	68591	10955	55124	49606	95661	7159	52788	48899	48041	30591	30807	60936	34577	16095	29573	12487	136774	7395	38768	42023	50838	70950
GO:0006357	regulation of transcription from RNA polymerase II promoter	biological process	155	74	237	116	167	39	78	20	22	6	20	16	69	172	458	425	13	28	23	222	5	19	2	37	41	302	120	212	214	3	314	64	151	285	2	82	4	37	8	9
GO:0006359	regulation of transcription from RNA polymerase III promoter	biological process	0	1	1	1	1	1	1	0	1	0	0	0	2	2	0	4	0	0	0	0	1	1	0	1	1	1	0	3	1	0	0	0	0	4	0	3	0	0	0	0
GO:0006364	rRNA processing	biological process	4851	463	2891	2237	4710	7325	5437	5695	2182	4451	4659	6247	1594	6039	2618	6067	4125	5445	5288	1501	7083	5772	5388	1410	5581	6638	9239	4990	4418	5256	5839	4175	6647	1582	10441	1321	6910	5382	5238	6128
GO:0006366	transcription from RNA polymerase II promoter	biological process	12	7	26	10	16	8	8	2	13	0	2	0	5	11	37	33	1	6	1	28	0	3	2	5	6	46	16	26	23	2	50	19	31	19	0	9	0	2	0	1
GO:0006367	transcription initiation from RNA polymerase II promoter	biological process	60	97	73	80	87	92	90	32	40	13	17	54	109	39	146	123	57	46	84	81	79	90	11	71	74	107	40	91	98	82	119	51	53	94	41	76	86	86	75	58
GO:0006368	transcription elongation from RNA polymerase II promoter	biological process	43	27	111	38	67	18	57	4	16	1	7	4	24	49	251	301	1	9	9	90	7	7	6	21	24	247	55	100	169	2	126	24	76	183	0	35	1	15	7	12
GO:0006369	termination of RNA polymerase II transcription	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0006370	7-methylguanosine mRNA capping	biological process	3	2	5	2	2	0	0	1	1	0	0	0	2	1	7	1	0	0	1	1	0	0	0	1	0	4	0	2	1	1	0	0	0	0	0	0	0	0	0	0
GO:0006376	mRNA splice site selection	biological process	7	2	5	2	5	2	4	0	2	0	2	1	4	5	16	12	0	2	1	9	0	1	0	4	2	29	5	9	9	2	8	1	10	8	0	2	0	2	0	0
GO:0006378	mRNA polyadenylation	biological process	0	1	2	2	1	1	3	1	0	1	0	0	2	1	3	4	0	0	1	2	0	0	0	2	0	7	2	1	2	0	9	0	0	6	0	1	0	0	0	1
GO:0006379	mRNA cleavage	biological process	5	1	0	1	5	1	1	9	0	1	2	8	1	1	1	1	4	26	0	0	6	7	4	0	2	2	2	1	1	6	0	0	0	4	28	1	3	3	9	1
GO:0006383	transcription from RNA polymerase III promoter	biological process	1	0	1	2	0	0	0	1	1	0	0	0	2	0	0	3	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0
GO:0006384	transcription initiation from RNA polymerase III promoter	biological process	1	1	1	0	1	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	biological process	1	0	2	0	3	1	2	1	2	2	0	1	0	2	1	6	0	1	1	2	0	0	0	0	1	2	3	2	3	0	4	0	1	2	0	2	0	1	0	2
GO:0006396	RNA processing	biological process	6868	620	3946	2539	6208	8422	6420	8077	2133	6785	6995	9556	1606	7922	2415	6136	5812	8781	5845	1241	7243	6251	7502	1490	6052	2442	2317	2089	1800	7994	5995	3471	5809	1482	10905	941	5455	5241	6149	6637
GO:0006397	mRNA processing	biological process	63	68	149	59	88	55	25	18	37	20	29	41	77	70	174	153	5	24	42	83	14	15	74	31	19	177	61	101	82	53	130	50	60	125	1	76	3	11	14	26
GO:0006400	tRNA modification	biological process	5638	75	242	226	4033	3825	2367	7216	293	3424	4137	4162	187	5737	280	487	2526	4672	4084	217	2612	2756	2609	368	3205	444	599	376	360	5274	502	434	497	130	5373	106	2691	3182	2558	2972
GO:0006401	RNA catabolic process	biological process	242	1	0	0	205	582	506	528	25	82	102	194	4	200	1	54	63	221	1282	4	916	305	266	92	513	874	1190	626	459	621	0	0	1	0	38	0	229	378	5	132
GO:0006402	mRNA catabolic process	biological process	5	0	0	3	2	1	0	3	0	348	510	1011	0	1	0	3	303	1096	0	0	0	1	1	3	0	0	2	2	0	15	2	0	0	1	1493	3	0	0	351	0
GO:0006406	mRNA export from nucleus	biological process	5	2	23	8	10	8	3	0	4	0	0	0	9	13	9	23	0	0	3	7	0	2	0	16	0	30	2	8	16	2	11	4	2	6	1	9	1	2	1	0
GO:0006412	translation	biological process	470078	26541	189608	113203	384420	453335	422352	401872	85416	308372	359265	359545	17390	617548	117309	447857	366909	443069	298071	43165	298064	287365	434704	15724	406236	237740	380005	211367	190028	296038	324666	145152	295987	70800	648715	30087	412059	382560	251834	333998
GO:0006413	translational initiation	biological process	27842	1421	10657	6107	24351	51567	45744	18839	4990	30346	29297	23022	848	37271	8215	29597	45492	40992	32282	3306	33148	30368	37060	836	33067	17463	25747	14538	11689	29260	20861	9560	19079	4642	39436	1696	41061	32729	29689	26849
GO:0006414	translational elongation	biological process	20696	1292	8519	3812	14341	13358	12150	19671	2122	13078	20023	18765	654	19667	4276	16790	16540	25740	10529	1762	11577	10515	18467	501	12597	8718	11311	7021	5512	10323	13644	4600	9813	2203	30852	1430	18144	15218	11388	14417
GO:0006415	translational termination	biological process	3428	359	1217	1707	3887	4074	2573	6354	1162	3550	3498	5080	1308	5541	1152	2806	4316	4957	3912	751	4672	4131	4932	1025	4241	1453	1247	1358	1163	4508	2385	2039	2615	626	6527	724	2765	2784	3903	4870
GO:0006418	tRNA aminoacylation for protein translation	biological process	40757	3590	23093	14222	42649	35435	24186	56329	10295	33929	43106	47888	8423	58116	13892	37575	37089	52696	31421	6116	28926	26391	43377	7645	35249	27989	26998	18532	17970	38430	30949	16789	27568	6830	68952	5296	31347	30272	29927	34731
GO:0006419	alanyl-tRNA aminoacylation	biological process	4897	170	588	611	5223	6684	4296	7459	871	4292	5700	6427	943	6225	1083	1700	5794	8395	4758	572	3563	3807	5973	790	4479	2741	1985	1646	1746	5403	1359	1233	1443	357	8031	454	3024	2907	4530	4228
GO:0006420	arginyl-tRNA aminoacylation	biological process	2677	56	249	336	2315	2209	1359	4735	345	3313	4382	3670	387	3969	272	971	2405	4650	2352	237	2173	1845	1967	577	2278	852	1110	676	640	2282	447	493	520	114	5869	420	1811	1760	1781	2803
GO:0006423	cysteinyl-tRNA aminoacylation	biological process	177	27	116	99	227	112	102	198	82	122	139	308	54	143	55	185	85	170	137	27	164	138	225	19	118	83	35	43	29	151	109	62	118	32	243	25	144	104	154	137
GO:0006425	glutaminyl-tRNA aminoacylation	biological process	0	0	2	0	0	1	3	0	2	0	0	1	0	0	39	13	1	1	0	12	0	0	0	0	2	20	0	6	9	0	7	3	5	17	0	1	1	3	0	0
GO:0006426	glycyl-tRNA aminoacylation	biological process	4893	278	1545	1712	3296	1470	1366	6014	1127	1533	2111	2345	940	4228	1584	5175	1535	2219	1567	743	1110	1312	3913	820	2079	3149	5258	2767	1917	2329	3400	2264	3617	834	3558	592	1913	1440	830	1774
GO:0006428	isoleucyl-tRNA aminoacylation	biological process	2	0	4	4	3	0	0	4	0	0	2	1	2	4	4	11	5	23	0	0	1	1	7	2	2	6	5	4	6	1	8	0	8	1	14	1	2	4	2	1
GO:0006429	leucyl-tRNA aminoacylation	biological process	266	3	42	40	270	553	284	356	44	251	345	350	79	367	45	109	239	400	229	18	184	145	218	64	253	105	105	86	88	227	93	78	80	14	388	30	253	560	165	167
GO:0006430	lysyl-tRNA aminoacylation	biological process	552	29	287	133	462	225	213	621	60	477	519	579	42	667	154	398	258	377	228	62	186	192	377	26	319	129	170	118	58	379	338	129	197	65	968	30	267	213	179	293
GO:0006431	methionyl-tRNA aminoacylation	biological process	114	1	35	14	193	112	109	162	18	105	149	95	12	140	26	48	110	109	201	8	85	146	234	3	90	103	61	43	72	83	40	32	43	7	239	7	98	76	52	102
GO:0006432	phenylalanyl-tRNA aminoacylation	biological process	4037	141	670	559	4317	8451	5063	4589	628	2369	2941	3917	395	3844	547	1976	2339	2725	3624	334	5818	4887	3001	215	2806	1434	1718	905	977	2898	1401	1113	1582	344	5940	220	13016	7714	4687	3491
GO:0006433	prolyl-tRNA aminoacylation	biological process	432	7	20	17	387	187	106	308	23	291	343	1022	18	887	40	60	427	850	355	15	229	172	259	13	268	28	43	36	26	317	59	27	36	13	751	6	155	154	355	338
